academic_yr,stu_grant_code,student_nbr_hashed,school_nbr_hashed
2018,110,-1061368544,403933605
2018,110,-1154751843,403933605
2018,110,558226179,403933605
2018,110,-2045657635,403933605
2018,110,1322144935,403933605
2018,110,-1630012092,403933605
2018,110,-279014824,1996827479
2018,110,-1457919624,1996827479
2018,110,-566185297,1996827479
2018,110,773171256,1996827479
2018,110,-601625413,1996827479
2018,110,-611882354,1996827479
2018,110,-1177164029,1996827479
2018,110,-1448283606,1996827479
2018,110,489602332,1996827479
2018,110,-334034383,1996827479
2018,110,2127436601,1996827479
2018,110,1476658506,1996827479
2018,110,1170853634,1996827479
2018,110,532493327,403933605
2018,110,2056906327,403933605
2018,110,-2140243728,403933605
2018,110,922802518,403933605
2018,110,1267526826,403933605
2018,110,314550715,403933605
2018,110,573237107,403933605
2018,110,-2108357529,403933605
2018,110,1575831656,2102101182
2018,110,1435280852,2102101182
2018,110,44241129,2102101182
2018,110,1587922524,2102101182
2018,110,579784188,2102101182
2018,110,-1906081378,2102101182
2018,110,289521692,2102101182
2018,110,-925880190,2102101182
2018,110,476165857,2102101182
2018,110,527735087,2102101182
2018,110,-1406607654,1996827479
2018,110,-21718923,1996827479
2018,110,1922554200,1996827479
2018,110,-1280776953,1996827479
2018,110,-1667827634,1996827479
2018,110,-475580432,1996827479
2018,110,525411039,1996827479
2018,110,-1306243378,1996827479
2018,110,-1271262260,1996827479
2018,110,56329802,1996827479
2018,110,-1889349932,1996827479
2018,110,2010925817,1996827479
2018,110,198831721,1996827479
2018,110,2036161712,1996827479
2018,110,-1267137986,1996827479
2018,110,-1819710369,1996827479
2018,110,-2012346781,1996827479
2018,110,1984150090,1996827479
2018,110,669043839,1996827479
2018,110,1318763221,1996827479
2018,110,-2021472723,1996827479
2018,110,-1454762156,1996827479
2018,110,-1042690836,1996827479
2018,110,-454116282,1996827479
2018,101,-190185831,-49231655
2018,101,765982194,-49231655
2018,101,-2146223564,-49231655
2018,101,-126605620,-49231655
2018,110,-1291743097,1996827479
2018,110,884529411,1996827479
2018,110,-1649110098,1996827479
2018,110,-91374265,1996827479
2018,110,1296459018,1996827479
2018,110,-1612515317,1996827479
2018,110,560929732,1996827479
2018,110,1468390337,1996827479
2018,110,1077998161,1996827479
2018,110,2010307937,1996827479
2018,110,-653276961,1996827479
2018,110,597939469,1996827479
2018,110,2114762401,1996827479
2018,110,1531167906,1996827479
2018,110,2056928039,1996827479
2018,110,-650783769,1996827479
2018,110,-693962841,1996827479
2018,110,-1328431477,1996827479
2018,110,1709582507,1996827479
2018,110,-1299599295,1996827479
2018,110,-1946885114,1996827479
2018,110,1264089030,1996827479
2018,110,-655480691,1996827479
2018,110,1056921148,1996827479
2018,110,195337221,1996827479
2018,110,1590663510,1996827479
2018,110,2065818688,1996827479
2018,110,-377558543,1996827479
2018,110,-1998531550,1996827479
2018,110,468709311,1996827479
2018,110,745106764,1996827479
2018,110,934281085,1996827479
2018,110,-1845147624,1996827479
2018,110,-556397418,1996827479
2018,110,-803040414,1996827479
2018,110,508952188,1996827479
2018,110,-746029180,1996827479
2018,110,381858909,1996827479
2018,110,-1469333780,1996827479
2018,110,358160368,1996827479
2018,110,2139988776,1996827479
2018,110,775193787,1996827479
2018,110,854571903,1996827479
2018,110,887448714,1996827479
2018,110,703839494,1996827479
2018,110,1368852916,1996827479
2018,110,350546067,1996827479
2018,110,-1016702602,1996827479
2018,110,1264930092,1996827479
2018,110,-556927100,2102101182
2018,110,803305090,2102101182
2018,110,-1674098087,2102101182
2018,110,1422075845,2102101182
2018,110,1295367392,2102101182
2018,110,-1421556058,2102101182
2018,110,869270904,2102101182
2018,110,275497022,2102101182
2018,110,540519998,2102101182
2018,110,-814137076,2102101182
2018,110,2023312600,2102101182
2018,110,-1223489216,2102101182
2018,110,1141039000,2102101182
2018,110,-150710323,2102101182
2018,110,-236400943,2102101182
2018,110,-512504474,2102101182
2018,110,141522425,2102101182
2018,110,774034714,2102101182
2018,110,994781582,2102101182
2018,110,554781056,2102101182
2018,110,-1535443373,2102101182
2018,110,1597976531,2102101182
2018,110,1408408624,1996827479
2018,110,-1948117319,1996827479
2018,110,-173384240,1996827479
2018,110,867768032,1996827479
2018,110,1294375296,1996827479
2018,110,-135116506,1996827479
2018,110,1552056250,1996827479
2018,110,1280800700,1996827479
2018,110,-1878754759,1996827479
2018,110,1011466486,1996827479
2018,110,-1900017913,1996827479
2018,110,642104671,1996827479
2018,110,2041882451,-1049111902
2018,110,-2032244678,-1049111902
2018,110,1386135234,-1049111902
2018,110,-362850949,-1049111902
2018,110,-1328368499,-1049111902
2018,110,265571883,-1049111902
2018,110,-1455242063,-1049111902
2018,110,1649233920,-1049111902
2018,110,1274382742,-1049111902
2018,110,-410413748,-1049111902
2018,110,-742808231,2102101182
2018,110,-343939732,2102101182
2018,110,506943280,2102101182
2018,110,1140010886,2102101182
2018,110,1790617396,2102101182
2018,110,-1533254546,2102101182
2018,110,195567179,2102101182
2018,110,668268771,2102101182
2018,110,927622920,2102101182
2018,110,966789874,2102101182
2018,110,-242654970,2102101182
2018,110,-216403840,2102101182
2018,110,1150849919,2102101182
2018,110,1657401924,2102101182
2018,110,92393575,2102101182
2018,110,2034287899,2102101182
2018,110,1437073206,2102101182
2018,110,1052082396,2102101182
2018,110,-364714157,2102101182
2018,110,-1201761259,2102101182
2018,110,1138274155,1996827479
2018,110,-611384168,1996827479
2018,110,-1647835718,1996827479
2018,110,1991388360,1996827479
2018,110,-778322584,1996827479
2018,110,-1198597855,1996827479
2018,110,-1346748534,1996827479
2018,110,-2080469934,1996827479
2018,110,-1353372451,1996827479
2018,110,-529872991,-1049111902
2018,110,384240065,-1049111902
2018,110,-844400361,-1049111902
2018,110,-1134471785,-1049111902
2018,110,1236725020,-1049111902
2018,110,-269844141,-1049111902
2018,110,-898485937,-1049111902
2018,110,932496032,-1049111902
2018,110,188160765,-1049111902
2018,110,1256754579,-1049111902
2018,110,394291732,-1049111902
2018,110,1640640469,-1049111902
2018,110,904344171,-1049111902
2018,110,647407157,-1049111902
2018,110,-1319377519,-1049111902
2018,110,-398473877,-1049111902
2018,110,-35728100,-1049111902
2018,110,-476109447,-1049111902
2018,110,-2081117127,-1049111902
2018,110,1025053614,-1049111902
2018,110,1797404392,-1049111902
2018,110,858893015,-1049111902
2018,110,-1033382835,-1049111902
2018,110,1742521895,-1049111902
2018,110,-1066828801,-1049111902
2018,110,1679020899,-1049111902
2018,110,879687206,-1049111902
2018,110,-1301679921,1996827479
2018,110,514865458,1996827479
2018,110,1147536906,1996827479
2018,110,-1577241663,-1049111902
2018,110,-1235594059,-1049111902
2018,110,1030277819,-1049111902
2018,110,570265821,-1049111902
2018,110,909093897,-1049111902
2018,110,614003885,-1049111902
2018,110,-1048571910,-1049111902
2018,110,764798408,-1049111902
2018,110,179200109,-1049111902
2018,110,649767034,-1049111902
2018,110,-1275451802,-1049111902
2018,110,809399536,-1049111902
2018,110,-2017629675,-1049111902
2018,110,209285560,-1049111902
2018,110,-1491617927,-1049111902
2018,110,100394763,-1049111902
2018,110,-816084553,-1049111902
2018,101,623378201,-1825528250
2018,101,-1533986973,-1825528250
2018,101,-391779332,-1825528250
2018,101,-1107525242,-1825528250
2018,101,128153460,-1825528250
2018,101,-1631485766,-1825528250
2018,101,1866142814,-1825528250
2018,101,1846615725,-1825528250
2018,101,-591210743,-1825528250
2018,101,-896817964,-1825528250
2018,101,-946944168,-1825528250
2018,101,1833921440,-1825528250
2018,101,-378286007,-1825528250
2018,101,-1422930633,-1825528250
2018,101,-1497909002,-1825528250
2018,101,-1461904244,-1825528250
2018,101,1079999100,-1825528250
2018,101,-1682873805,-1825528250
2018,110,-1875557474,1162085622
2018,110,165013057,1162085622
2018,110,176766021,1162085622
2018,110,-715661337,1162085622
2018,110,344084338,1162085622
2018,110,935384995,1162085622
2018,110,-968778299,1162085622
2018,110,48279380,1162085622
2018,110,-711375492,1162085622
2018,110,548836480,1162085622
2018,110,-1765407032,1162085622
2018,101,1910167093,-1825528250
2018,101,-1648701462,-1825528250
2018,101,-1667050366,-1825528250
2018,101,1032886179,-1825528250
2018,101,-1588241217,-1825528250
2018,101,-1712780958,-1825528250
2018,101,329813427,-1825528250
2018,101,-132425511,-1825528250
2018,101,942638270,-1825528250
2018,101,-835044668,-1825528250
2018,101,34130741,-1825528250
2018,101,1434339439,-1825528250
2018,101,-1527126519,-1825528250
2018,101,-549042609,-1825528250
2018,101,2021546673,-1825528250
2018,101,1059561185,-1825528250
2018,101,-617383404,-1825528250
2018,101,-828908128,-1825528250
2018,110,747479962,1162085622
2018,101,665992494,-1375311153
2018,101,929552987,-1375311153
2018,101,1960027474,-1375311153
2018,101,921114436,-1375311153
2018,101,1504102479,-1375311153
2018,101,208865234,-1375311153
2018,101,217940221,-1825528250
2018,101,1600601372,-1825528250
2018,101,-5732636,-1825528250
2018,101,-1063431344,-1825528250
2018,101,172564096,-979097954
2018,101,-1115231784,-979097954
2018,101,1645881726,-979097954
2018,101,-1569416305,-979097954
2018,101,-1488242215,-979097954
2018,101,251263815,-979097954
2018,101,1057047832,-979097954
2018,101,-1972511008,-979097954
2018,101,-1776692778,-979097954
2018,101,-1746251150,-979097954
2018,101,-841331432,-979097954
2018,101,1977540599,-979097954
2018,101,-1711984503,-836399775
2018,101,1998150089,-1150466630
2018,101,-636556196,-1150466630
2018,101,-1137953717,-1150466630
2018,101,122537650,-1150466630
2018,101,-1383424713,-1150466630
2018,101,-78335245,-1150466630
2018,101,1907106138,-1456501395
2018,101,-225107417,-1456501395
2018,101,-1928964925,-1456501395
2018,101,913450620,-1456501395
2018,101,-1575117636,-1456501395
2018,101,924090813,-1456501395
2018,101,864194593,-1456501395
2018,101,-891434418,-1456501395
2018,101,1808816632,-1456501395
2018,101,-986796461,-1456501395
2018,101,-2048205080,-1456501395
2018,101,-650808340,-1456501395
2018,101,905765481,-1456501395
2018,101,-1587102420,-1456501395
2018,101,1651570246,-1456501395
2018,101,440758010,-1456501395
2018,110,-2082006845,-1049111902
2018,110,542785519,-1335513846
2018,110,604771558,-1335513846
2018,110,-995935714,-1335513846
2018,110,-1191859173,-1335513846
2018,110,-2039345851,-1335513846
2018,110,122021318,-1335513846
2018,110,1963238312,-1335513846
2018,110,-419225797,-1335513846
2018,110,-1749606673,-1335513846
2018,110,1328049790,-1335513846
2018,110,-735649169,-1335513846
2018,110,1252042243,-1335513846
2018,110,1921112669,-1335513846
2018,110,-1249056438,-1335513846
2018,110,29734148,-1335513846
2018,110,694380801,-1335513846
2018,110,-513940264,-1335513846
2018,101,1916986375,-2125912491
2018,101,-1115747404,-2125912491
2018,101,-573508206,-2125912491
2018,101,-1132147516,-2125912491
2018,101,-1401784792,-2125912491
2018,101,-1487462390,-2125912491
2018,101,-266009097,-2125912491
2018,101,-125223330,-2125912491
2018,101,185693185,-2125912491
2018,101,-169029069,-2125912491
2018,101,-2089394390,-2125912491
2018,101,624623229,-2125912491
2018,101,654110358,-2125912491
2018,101,-1661499525,-2125912491
2018,101,1782814528,-2125912491
2018,101,149124532,-2125912491
2018,101,857064240,-2125912491
2018,101,-1183091372,-2125912491
2018,101,131774978,-2125912491
2018,101,1563278458,-2125912491
2018,101,726507252,-2125912491
2018,101,900609543,-1456501395
2018,101,-1090267732,-1456501395
2018,101,1294160614,-1456501395
2018,101,-211564764,-1456501395
2018,101,-1634964609,-1456501395
2018,101,1866238981,-1456501395
2018,101,1039423987,-1456501395
2018,101,1949019483,-1456501395
2018,101,627148511,-1456501395
2018,101,-1395026551,-1456501395
2018,101,767808177,-1456501395
2018,101,488008769,-397071271
2018,101,-1632010203,-397071271
2018,101,1447784022,-397071271
2018,101,2130709822,-397071271
2018,101,-670854013,-397071271
2018,101,-553486872,-397071271
2018,110,-1839199187,956096666
2018,110,-1097752887,956096666
2018,110,1650436976,956096666
2018,101,1782797579,-2125912491
2018,101,875228713,-2125912491
2018,101,-295874505,-2125912491
2018,101,251488287,-2125912491
2018,101,-1986952041,-2125912491
2018,101,-714223221,-2125912491
2018,101,2055418877,-2125912491
2018,101,1865685903,-2125912491
2018,101,1424441884,-2125912491
2018,101,480961491,-2125912491
2018,101,1068497742,-2125912491
2018,101,-298447155,-2125912491
2018,101,2036490802,-2125912491
2018,101,1846940527,-2125912491
2018,101,1266988764,-2125912491
2018,101,-1387037419,-2125912491
2018,101,-940593391,-2125912491
2018,101,1790100359,-2125912491
2018,101,-1899260979,-2125912491
2018,101,-443838960,-2125912491
2018,101,1162303862,-2125912491
2018,101,453654357,-2125912491
2018,101,271911164,-2125912491
2018,101,-1142815666,-2125912491
2018,101,2101200513,-2125912491
2018,101,-2140964424,-2125912491
2018,101,2107643141,-2125912491
2018,101,-1888407527,-2125912491
2018,101,-1367765280,-2106772495
2018,101,-528728225,-2106772495
2018,101,657242075,-397071271
2018,101,-359624174,-397071271
2018,101,1334545376,-397071271
2018,101,-367312014,-397071271
2018,101,-685523258,-397071271
2018,101,1135657586,-397071271
2018,101,-1536841584,-397071271
2018,101,-1903522439,-397071271
2018,101,947444810,-397071271
2018,101,770385719,-397071271
2018,101,-945206448,-397071271
2018,101,-1480860887,-397071271
2018,110,12237875,-449117380
2018,110,-60935046,-449117380
2018,110,-1922798916,-449117380
2018,110,933373464,-1567876618
2018,110,1232988315,-1567876618
2018,110,2119223959,-1567876618
2018,110,-1066795329,-1567876618
2018,110,708566638,-1567876618
2018,110,526869733,-1567876618
2018,110,70595841,-1567876618
2018,110,321867797,-1567876618
2018,110,-1517489538,-1567876618
2018,110,-775925122,-1567876618
2018,110,189814346,-1567876618
2018,110,271819370,-1567876618
2018,101,1440329829,-2125912491
2018,101,-1146457027,-2125912491
2018,101,-754286077,-2125912491
2018,101,-915983566,-2125912491
2018,101,-194929992,-2125912491
2018,101,-1072527237,-2125912491
2018,101,-1311655540,-2125912491
2018,101,1771354274,-2125912491
2018,101,-855421727,-2125912491
2018,101,721415849,-2125912491
2018,101,-225998049,-2125912491
2018,101,196111214,-2125912491
2018,101,1996481091,-2125912491
2018,101,-72937920,-2125912491
2018,101,-1450889140,-2125912491
2018,101,-1304636303,-2125912491
2018,101,-303233623,-2125912491
2018,101,-1208521635,-2125912491
2018,101,365241423,-2125912491
2018,101,-146564033,-2106772495
2018,101,-1145802233,-2106772495
2018,101,1098865845,-2106772495
2018,101,-527118305,-2106772495
2018,101,338082934,-2106772495
2018,101,1743705589,-2106772495
2018,101,920102689,-2106772495
2018,101,-796346810,-2106772495
2018,101,7114425,-2106772495
2018,101,1977969035,-2106772495
2018,101,1270479793,1711458131
2018,101,94293350,1711458131
2018,101,-2013998860,1711458131
2018,110,1282854569,956096666
2018,110,1642122325,-449117380
2018,110,114101180,-449117380
2018,110,1454054833,-449117380
2018,110,-664621052,-449117380
2018,110,983920352,-449117380
2018,110,663930494,-449117380
2018,110,-1922186815,-449117380
2018,110,-1346889137,-449117380
2018,110,-1810262305,-449117380
2018,110,1213882962,-449117380
2018,110,519626980,-1673253705
2018,101,-203148236,-2125912491
2018,101,-1865082145,-2125912491
2018,101,-637617354,-2125912491
2018,101,-1810506479,-2125912491
2018,101,-1310404408,-2125912491
2018,101,605042407,-2125912491
2018,101,-804407319,870530136
2018,101,250036990,870530136
2018,101,716494032,870530136
2018,101,-1456006529,870530136
2018,101,-1499365114,870530136
2018,101,-930424111,870530136
2018,101,1250229655,870530136
2018,101,1236261501,870530136
2018,101,-1109114730,870530136
2018,101,-2087725701,870530136
2018,101,1737044826,870530136
2018,101,1864739224,870530136
2018,101,-89172600,870530136
2018,101,516528516,870530136
2018,101,-1958099383,870530136
2018,101,-758024291,870530136
2018,101,-69700188,870530136
2018,101,-1306276347,870530136
2018,110,-985938946,-449117380
2018,110,213354242,-449117380
2018,110,724656508,-449117380
2018,110,1724393887,-449117380
2018,110,442350859,-449117380
2018,110,-1340075012,-449117380
2018,101,580459086,870530136
2018,101,1817764654,870530136
2018,101,33040291,870530136
2018,101,1214278799,870530136
2018,101,-101593629,870530136
2018,101,-1563558687,870530136
2018,101,-1768866050,870530136
2018,101,-442803747,870530136
2018,101,1772028560,870530136
2018,101,-621874398,870530136
2018,101,1129695446,870530136
2018,101,470442286,870530136
2018,101,1130764569,870530136
2018,101,-1445565272,870530136
2018,101,-1009179176,870530136
2018,101,1710264158,870530136
2018,101,1822957273,870530136
2018,101,1335369111,870530136
2018,101,1553041504,870530136
2018,101,198937376,870530136
2018,110,-1271662920,956096666
2018,110,-1237061007,-1673253705
2018,110,-1707740944,-1673253705
2018,110,678302139,-1673253705
2018,110,1817338999,-1673253705
2018,110,876902091,-1673253705
2018,101,-1301754868,870530136
2018,101,1742577739,870530136
2018,101,-211903152,870530136
2018,101,-1879401569,870530136
2018,101,20207780,870530136
2018,101,-1670550482,870530136
2018,101,-328997852,870530136
2018,101,-1997274355,870530136
2018,101,-1572462685,870530136
2018,101,-1633985169,870530136
2018,101,1233473455,870530136
2018,101,1835309907,870530136
2018,101,-926688496,870530136
2018,101,1567971963,870530136
2018,101,1595050352,870530136
2018,101,-1628561928,870530136
2018,101,-1868283120,870530136
2018,101,-1669666042,870530136
2018,101,-991296714,870530136
2018,101,-1106349387,870530136
2018,101,-756775318,870530136
2018,101,1407543355,870530136
2018,101,1682578920,870530136
2018,101,1144866179,870530136
2018,101,-300753198,870530136
2018,101,-116334883,870530136
2018,101,-1000928128,870530136
2018,101,1782057722,870530136
2018,101,-1992938369,870530136
2018,101,2129650012,870530136
2018,101,-1132575886,870530136
2018,110,1668339618,-1673253705
2018,110,-521675474,-1673253705
2018,110,-823527030,-1567876618
2018,110,360778325,-1567876618
2018,110,-531949070,-1567876618
2018,101,1744968811,870530136
2018,101,-1794872061,870530136
2018,101,8906922,870530136
2018,101,-855264775,870530136
2018,101,1614455717,870530136
2018,101,-1922332418,870530136
2018,101,1142841881,870530136
2018,101,-1889450385,870530136
2018,101,851169060,870530136
2018,101,-684277145,870530136
2018,101,-954753466,870530136
2018,101,-348088946,870530136
2018,101,-1497253091,870530136
2018,101,1071643319,870530136
2018,101,1397236816,870530136
2018,101,-1740793489,870530136
2018,101,-477118468,870530136
2018,101,1522976124,870530136
2018,101,174806255,870530136
2018,101,-454753990,870530136
2018,101,2052735698,870530136
2018,101,-1088660460,870530136
2018,101,687393191,870530136
2018,101,1980044473,870530136
2018,101,-1768990111,870530136
2018,101,2111462103,870530136
2018,110,1561523108,-1567876618
2018,110,1949209026,-1567876618
2018,101,1090223619,870530136
2018,101,999649778,870530136
2018,101,-586375374,870530136
2018,101,1012318167,870530136
2018,101,-618935784,870530136
2018,101,994708415,870530136
2018,101,-853768185,870530136
2018,101,1978532326,870530136
2018,101,1568068479,870530136
2018,101,619243756,870530136
2018,101,-948279070,870530136
2018,101,-375820895,870530136
2018,101,-1944170225,870530136
2018,101,1107573896,870530136
2018,101,514947724,870530136
2018,101,-1049982676,870530136
2018,101,336656273,870530136
2018,101,-168230714,870530136
2018,101,-1538857650,870530136
2018,101,734655605,870530136
2018,101,-704277653,870530136
2018,101,2006405742,870530136
2018,101,1505940602,870530136
2018,101,-321853971,870530136
2018,101,1334613935,870530136
2018,101,1048230320,870530136
2018,101,934627993,870530136
2018,101,-1726637602,870530136
2018,101,-17550867,870530136
2018,101,532625075,-836399775
2018,101,984611400,-836399775
2018,101,-1901252235,-836399775
2018,101,-118384826,-836399775
2018,101,-2015415301,-836399775
2018,101,-941176623,-836399775
2018,101,-1711336889,-836399775
2018,101,151038460,-836399775
2018,101,-1967248923,-836399775
2018,101,-484127454,-836399775
2018,101,-1611087053,-836399775
2018,101,1997862756,-836399775
2018,101,391809188,-836399775
2018,101,-732584408,-836399775
2018,101,1040994005,-836399775
2018,101,-1035445037,-836399775
2018,101,-912866287,-836399775
2018,101,2104057673,-836399775
2018,101,-111201287,-836399775
2018,101,570970063,-836399775
2018,101,1133268616,-836399775
2018,110,665797659,-1733718793
2018,110,-998507600,-1733718793
2018,110,1035283301,-1733718793
2018,110,964619637,-1733718793
2018,110,-1098320273,-1733718793
2018,101,-2024956514,870530136
2018,101,-866220071,870530136
2018,101,-881646267,870530136
2018,101,-1057149383,870530136
2018,101,-512415341,870530136
2018,101,142157956,870530136
2018,101,-1001013800,870530136
2018,101,742720937,870530136
2018,101,-533001312,870530136
2018,101,-1345132435,-836399775
2018,101,1435974342,-836399775
2018,101,-985004402,-836399775
2018,101,2025416282,-836399775
2018,101,488790517,-836399775
2018,101,1256921298,-836399775
2018,101,1839865485,-836399775
2018,101,-1607515464,-836399775
2018,101,1350229224,-836399775
2018,101,-643126370,-836399775
2018,101,231294974,-836399775
2018,101,-743896790,-836399775
2018,101,1134415475,-836399775
2018,101,1595047892,-836399775
2018,101,-542925628,-836399775
2018,101,-342111029,-836399775
2018,101,-1281688102,-836399775
2018,101,582416365,-836399775
2018,101,-1937906365,-836399775
2018,101,369618537,-836399775
2018,101,826029104,-836399775
2018,101,700053393,-836399775
2018,110,-1489839478,-1567876618
2018,110,1713263411,-1733718793
2018,110,-1309124317,-1733718793
2018,110,-1909064772,-1733718793
2018,110,-1852464067,-1733718793
2018,110,1422933554,-1733718793
2018,110,1567838349,-1733718793
2018,101,1945799716,-977844610
2018,101,-1612747622,-977844610
2018,101,389633063,-977844610
2018,101,223197939,-977844610
2018,101,1159394900,-977844610
2018,101,1154477222,-977844610
2018,101,-1773164733,-977844610
2018,101,1143777467,-977844610
2018,101,1618483275,-836399775
2018,101,-2073194260,-836399775
2018,101,1000124956,-836399775
2018,101,-483271682,-836399775
2018,101,1930971946,-836399775
