academic_yr,stu_grant_code,student_nbr_hashed,school_nbr_hashed
2018,110,-1611674024,-591771675
2018,110,-1079260739,-591771675
2018,110,1500410743,-591771675
2018,110,1409848344,-591771675
2018,110,-1661465361,-591771675
2018,110,-81303064,-591771675
2018,110,-1165203525,2058282857
2018,110,18085353,2058282857
2018,110,-904665736,2058282857
2018,110,-211894467,2058282857
2018,110,-1546942409,2058282857
2018,110,2030357630,2058282857
2018,110,1570360781,2058282857
2018,110,-605249614,2058282857
2018,110,-1626634106,2058282857
2018,110,-863341749,2058282857
2018,110,-1204442884,2058282857
2018,110,-1556136246,437823662
2018,110,1744076221,437823662
2018,110,252741862,437823662
2018,110,-658842920,437823662
2018,110,-509007996,-591771675
2018,110,1733296299,-591771675
2018,110,-1732993069,-591771675
2018,110,-200653092,-591771675
2018,110,-956440100,-591771675
2018,110,-1313208204,-591771675
2018,110,1701288745,-591771675
2018,110,-144619150,-591771675
2018,110,1964591780,-591771675
2018,110,-713603794,-591771675
2018,110,936461307,-591771675
2018,110,-1075555601,-591771675
2018,110,-921140146,2058282857
2018,110,-1693599834,2058282857
2018,110,-1129819861,2058282857
2018,110,295348576,2058282857
2018,110,459441723,2058282857
2018,110,-1193231343,2058282857
2018,110,-1830091816,2058282857
2018,110,-110659703,-391486318
2018,110,1037137486,-391486318
2018,110,876686766,437823662
2018,110,-2022570983,437823662
2018,110,-2012155316,437823662
2018,110,1573543320,437823662
2018,110,-374990299,437823662
2018,110,596535949,437823662
2018,110,-1331244835,437823662
2018,110,1317817948,437823662
2018,110,-308456751,437823662
2018,110,-82690236,437823662
2018,110,-1919307930,437823662
2018,110,-715695403,2058282857
2018,110,1860535594,-391486318
2018,110,1005181602,-391486318
2018,110,160485609,-391486318
2018,110,691856024,-391486318
2018,110,1774914376,-391486318
2018,110,-939194606,-391486318
2018,110,16267554,-391486318
2018,110,-1837943797,-391486318
2018,110,-1294376551,-391486318
2018,110,-778106652,-391486318
2018,110,-288223556,-391486318
2018,110,1156446476,-391486318
2018,110,1760600796,-391486318
2018,110,-559375353,-391486318
2018,110,-1059199558,-391486318
2018,110,-1845813383,437823662
2018,110,1999652338,437823662
2018,110,532809630,437823662
2018,110,-1512954944,-391486318
2018,110,-1003481837,-391486318
2018,110,483753762,-391486318
2018,110,1086441907,-391486318
2018,110,141649869,-391486318
2018,110,1454918737,-391486318
2018,110,-543457955,-391486318
2018,110,1347856629,-391486318
2018,110,-720100712,-391486318
2018,110,-204741328,-391486318
2018,110,792485390,-391486318
2018,110,631894124,-391486318
2018,110,1842891427,-391486318
2018,110,1619280088,-391486318
2018,110,-1906616462,-391486318
2018,110,536881328,-391486318
2018,110,1130257761,-391486318
2018,110,353599834,661364006
2018,110,345484943,661364006
2018,110,378880380,661364006
2018,110,-58626558,661364006
2018,110,2132788673,661364006
2018,110,1544225852,661364006
2018,110,-1160981343,661364006
2018,110,-1909189830,661364006
2018,110,1515501344,661364006
2018,110,658272172,661364006
2018,110,-1859600201,661364006
2018,110,497693497,661364006
2018,110,1882770210,-1197265838
2018,110,-2134519352,-1197265838
2018,110,185618288,-1197265838
2018,110,648661230,-1197265838
2018,110,649472528,-1197265838
2018,110,-129475828,-1197265838
2018,110,471149673,-1197265838
2018,110,191328715,-1197265838
2018,110,-277883177,-1197265838
2018,110,-1298517530,437823662
2018,110,1440148618,437823662
2018,110,-1623883005,437823662
2018,110,-909763361,437823662
2018,110,-266912767,-1197265838
2018,110,798807416,-1197265838
2018,110,-1659067431,-1197265838
2018,110,1090502623,-1197265838
2018,110,621497267,-1197265838
2018,110,1707977025,437823662
2018,110,597296262,437823662
2018,110,1131391892,437823662
2018,110,-789032364,437823662
2018,110,1212049326,-1451254524
2018,110,2001198229,-1451254524
2018,110,1923299594,-1451254524
2018,110,2126797572,-1451254524
2018,110,834642911,-1451254524
2018,110,273683034,-1451254524
2018,110,-1595194100,-1451254524
2018,110,1983791785,-1451254524
2018,110,-1985689402,-1451254524
2018,110,-1353245874,-1451254524
2018,110,-148272326,-1451254524
2018,110,-2014082141,-1451254524
2018,110,622466394,-1451254524
2018,110,1764552539,-1451254524
2018,110,1906147240,-1451254524
2018,110,-1509993470,-1451254524
2018,110,938282584,-1451254524
2018,110,915257750,-1451254524
2018,110,-1461468222,-1451254524
2018,110,560203006,-1451254524
2018,110,1877504299,-1451254524
2018,110,-945069575,-1451254524
2018,110,458346289,-1451254524
2018,110,-1719085642,-1451254524
2018,110,-180410114,-1451254524
2018,110,712247911,-1451254524
2018,110,119062821,-1451254524
2018,110,1835384008,-1451254524
2018,110,-1240810316,-1451254524
2018,110,-179774603,-1451254524
2018,110,-1383728368,-1451254524
2018,110,957060978,-1451254524
2018,110,-557910354,-1451254524
2018,110,912114783,-289788884
2018,110,-2112878726,-289788884
2018,110,694178148,-289788884
2018,110,-1440004674,-289788884
2018,110,382667242,-289788884
2018,110,1172299409,-1451254524
2018,110,-2002849973,-1451254524
2018,110,1127762908,-1451254524
2018,110,-1512742066,-1451254524
2018,110,-699382362,-1451254524
2018,110,2061606865,-1451254524
2018,110,580313941,-1451254524
2018,110,520701523,-1451254524
2018,110,-2045450139,-1451254524
2018,110,-853247881,-1451254524
2018,110,-1154523589,-1451254524
2018,110,945314322,-289788884
2018,110,-1241484961,-289788884
2018,110,2041770625,-289788884
2018,110,1199016249,-331674185
2018,110,1686003524,-331674185
2018,110,380725271,-331674185
2018,110,-820906258,2058282857
2018,110,273984609,2058282857
2018,110,1196776649,2058282857
2018,110,1125170107,2058282857
2018,110,-910439585,2058282857
2018,110,1510179786,2058282857
2018,110,682494598,2058282857
2018,110,1647761024,2058282857
2018,110,347833156,2058282857
2018,110,-934217207,2058282857
2019,110,-820906258,2058282857
2019,110,273984609,2058282857
2019,110,1196776649,2058282857
2019,110,1125170107,2058282857
2019,110,2122904807,2058282857
2019,110,347833156,2058282857
2019,110,-934217207,2058282857
2019,110,135459483,-591771675
2019,110,-974312393,-591771675
2019,110,453456835,-591771675
2019,110,1497835898,-591771675
2019,110,2091331422,-591771675
2019,110,-272246635,-591771675
2019,110,-51372934,-591771675
2019,110,-1981383191,-591771675
2019,110,832470179,-591771675
2019,110,-1983335623,2058282857
2019,110,-1360827655,2058282857
2019,110,2000652911,2058282857
2019,110,957961395,2058282857
2019,110,1746233534,2058282857
2019,110,-684836073,2058282857
2019,110,-1985994311,2058282857
2019,110,-631510266,2058282857
2019,110,-904665736,2058282857
2019,110,-211894467,2058282857
2019,110,631948838,2058282857
2019,110,-1546942409,2058282857
2019,110,2030357630,2058282857
2019,110,1570360781,2058282857
2019,110,-605249614,2058282857
2019,110,-1626634106,2058282857
2019,110,658300107,2058282857
2019,110,-863341749,2058282857
2019,110,-477341368,-591771675
2019,110,-431864258,-591771675
2019,110,-1611674024,-591771675
2019,110,1409848344,-591771675
2019,110,-81303064,-591771675
2019,110,-509007996,-591771675
2019,110,-1732993069,-591771675
2019,110,-200653092,-591771675
2019,110,1701288745,-591771675
2019,110,-144619150,-591771675
2019,110,1964591780,-591771675
2019,110,936461307,-591771675
2019,110,-683219730,-591771675
2019,110,-1075555601,-591771675
2019,110,553099527,-591771675
2019,110,-2082006845,-591771675
2019,110,-1716397585,2058282857
2019,110,83948326,2058282857
2019,110,-1204442884,2058282857
2019,110,2123521675,2058282857
2019,110,-921140146,2058282857
2019,110,-1693599834,2058282857
2019,110,-1129819861,2058282857
2019,110,1148579615,2058282857
2019,110,459441723,2058282857
2019,110,-1193231343,2058282857
2019,110,-2072776533,2058282857
2019,110,-1830091816,2058282857
2019,110,-715695403,2058282857
2019,110,-52746567,2058282857
2019,110,-1720265050,403933605
2019,110,-307477754,403933605
2019,110,1469433363,403933605
2019,110,1893908178,403933605
2019,110,1400880705,403933605
2019,110,1586603839,403933605
2019,110,852070022,403933605
2019,110,-1052526258,403933605
2019,110,1328219530,403933605
2019,110,-1616560828,403933605
2019,110,1454343619,403933605
2019,110,364244478,403933605
2019,110,-92294789,403933605
2019,110,-718509603,403933605
2019,110,83228931,403933605
2019,110,1277506061,403933605
2019,110,-1315885792,403933605
2019,110,-1620664036,403933605
2019,110,-54046287,403933605
2019,110,22011042,403933605
2019,110,-1008640468,403933605
2019,110,-733628515,403933605
2019,110,89135187,403933605
2019,110,427331788,403933605
2019,110,-1275251573,403933605
2019,110,-1582737115,403933605
2019,110,2085580170,403933605
2019,110,1618342508,403933605
2019,110,-1570420270,403933605
2019,110,1972957298,403933605
2019,110,-1061368544,403933605
2019,110,-1154751843,403933605
2019,110,558226179,403933605
2019,110,-2045657635,403933605
2019,110,1322144935,403933605
2019,110,532493327,403933605
2019,110,2056906327,403933605
2019,110,-2140243728,403933605
2019,110,922802518,403933605
2019,110,1267526826,403933605
2019,110,-432737781,403933605
2019,110,1610049794,403933605
2019,110,343343361,403933605
2019,110,713716258,403933605
2019,110,-717731278,403933605
2019,110,-1245865935,403933605
2019,110,1428124213,403933605
2019,110,814719643,403933605
2019,110,314550715,403933605
2019,110,1054740559,403933605
2019,110,951256401,403933605
2019,110,-1944505488,403933605
2019,110,797443136,403933605
2019,110,551030993,403933605
2019,110,-1256499727,403933605
2019,110,141620842,403933605
2019,110,1763320826,403933605
2019,110,-1702298760,403933605
2019,110,-1464891459,403933605
2019,110,-1648014807,403933605
2019,110,-2108357529,403933605
2019,110,-543457955,-391486318
2019,110,1347856629,-391486318
2019,110,792485390,-391486318
2019,110,631894124,-391486318
2019,110,1842891427,-391486318
2019,110,-1906616462,-391486318
2019,110,536881328,-391486318
2019,110,1130257761,-391486318
2019,110,1454918737,-391486318
2019,110,235325342,2102101182
2019,110,-1457418923,2102101182
2019,110,-1311622221,2102101182
2019,110,-467012686,2102101182
2019,110,1880483051,2102101182
2019,110,1508430372,2102101182
2019,110,-360337002,2102101182
2019,110,1231060612,2102101182
2019,110,-28300184,2102101182
2019,110,457611392,2102101182
2019,110,-1904760157,2102101182
2019,110,930682356,2102101182
2019,110,-702191361,2102101182
2019,110,-508089130,2102101182
2019,110,-1075613444,2102101182
2019,110,-343939732,2102101182
2019,110,506943280,2102101182
2019,110,1140010886,2102101182
2019,110,-801553549,2102101182
2019,110,1790617396,2102101182
2019,110,195567179,2102101182
2019,110,668268771,2102101182
2019,110,927622920,2102101182
2019,110,-242654970,2102101182
2019,110,-216403840,2102101182
2019,110,1150849919,2102101182
2019,110,1575831656,2102101182
2019,110,1435280852,2102101182
2019,110,44241129,2102101182
2019,110,1587922524,2102101182
2019,110,-2112878726,-289788884
2019,110,694178148,-289788884
2019,110,-1520320345,-289788884
2019,110,382667242,-289788884
2019,110,945314322,-289788884
2019,110,-1241484961,-289788884
2019,110,473170223,-289788884
2019,110,-1990666441,-289788884
2019,110,-816913014,-289788884
2019,110,579784188,2102101182
2019,110,-1906081378,2102101182
2019,110,289521692,2102101182
2019,110,-3025781,2102101182
2019,110,-533736451,2102101182
2019,110,-233971925,2102101182
2019,110,1439619696,2102101182
2019,110,1167623438,2102101182
2019,110,-948673899,2102101182
2019,110,793914027,2102101182
2019,110,476165857,2102101182
2019,110,527735087,2102101182
2019,110,-1306243378,1996827479
2019,110,-1271262260,1996827479
2019,110,56329802,1996827479
2019,110,-1889349932,1996827479
2019,110,-1291743097,1996827479
2019,110,-1649110098,1996827479
2019,110,-91374265,1996827479
2019,110,1296459018,1996827479
2019,110,-1612515317,1996827479
2019,110,560929732,1996827479
2019,110,1468390337,1996827479
2019,110,286670462,661364006
2019,110,1068011202,661364006
2019,110,-395748308,661364006
2019,110,1327466535,661364006
2019,110,521072086,661364006
2019,110,2132788673,661364006
2019,110,-1160981343,661364006
2019,110,-1909189830,661364006
2019,110,-213071021,-331674185
2019,110,1845745094,-331674185
2019,110,1127762908,-1451254524
2019,110,622466394,-1451254524
2019,110,-2045450139,-1451254524
2019,110,560203006,-1451254524
2019,110,1172299409,-1451254524
2019,110,1835384008,-1451254524
2019,110,-1461468222,-1451254524
2019,110,1212049326,-1451254524
2019,110,-1509993470,-1451254524
2019,110,273683034,-1451254524
2019,110,957060978,-1451254524
2019,110,712247911,-1451254524
2019,110,2001198229,-1451254524
2019,110,-699382362,-1451254524
2019,110,2061606865,-1451254524
2019,110,-1198597855,1996827479
2019,110,1077998161,1996827479
2019,110,2010307937,1996827479
2019,110,-653276961,1996827479
2019,110,597939469,1996827479
2019,110,2114762401,1996827479
2019,110,1531167906,1996827479
2019,110,2056928039,1996827479
2019,110,-650783769,1996827479
2019,110,-693962841,1996827479
2019,110,-1328431477,1996827479
2019,110,1709582507,1996827479
2019,110,-1299599295,1996827479
2019,110,-1946885114,1996827479
2019,110,1264089030,1996827479
2019,110,-655480691,1996827479
2019,110,1056921148,1996827479
2019,110,195337221,1996827479
2019,110,1590663510,1996827479
2019,110,2065818688,1996827479
2019,110,-377558543,1996827479
2019,110,-1998531550,1996827479
2019,110,468709311,1996827479
2019,110,745106764,1996827479
2019,110,934281085,1996827479
2019,110,-1845147624,1996827479
2019,110,-556397418,1996827479
2019,110,-803040414,1996827479
2019,110,508952188,1996827479
2019,110,-746029180,1996827479
2019,110,1515501344,661364006
2019,110,2026866,661364006
2019,110,658272172,661364006
2019,110,-1409768830,661364006
2019,110,-1859600201,661364006
2019,110,497693497,661364006
2019,110,1603217801,-331674185
2019,110,1678674328,-331674185
2019,110,1199016249,-331674185
2019,110,1686003524,-331674185
2019,110,380725271,-331674185
2019,110,-1353245874,-1451254524
2019,110,-179774603,-1451254524
2019,110,-1512742066,-1451254524
2019,110,-2014082141,-1451254524
2019,110,428198007,-1451254524
2019,110,-853247881,-1451254524
2019,110,-945069575,-1451254524
2019,110,-1240810316,-1451254524
2019,110,1983791785,-1451254524
2019,110,1416583804,-1451254524
2019,110,1481264257,-1451254524
2019,110,1735378855,-1451254524
2019,110,1189021630,-1451254524
2019,110,107231947,-1451254524
2019,110,87538970,-1451254524
2019,110,1941017648,-1451254524
2019,110,988021644,-1451254524
2019,110,963916595,-1451254524
2019,110,-1535443373,2102101182
2019,110,1597976531,2102101182
2019,110,-1212318445,2102101182
2019,110,1527677441,2102101182
2019,110,-2029684907,2102101182
2019,110,-1035559647,2102101182
2019,110,127142331,2102101182
2019,110,556527194,2102101182
2019,110,-2080469934,1996827479
2019,110,-1353372451,1996827479
2019,110,-1301679921,1996827479
2019,110,514865458,1996827479
2019,110,1318763221,1996827479
2019,110,-932595507,1996827479
2019,110,-2021472723,1996827479
2019,110,756470164,1996827479
2019,110,-887996555,1996827479
2019,110,1672808822,1996827479
2019,110,358160368,1996827479
2019,110,2139988776,1996827479
2019,110,775193787,1996827479
2019,110,854571903,1996827479
2019,110,887448714,1996827479
2019,110,703839494,1996827479
2019,110,350546067,1996827479
2019,110,-1016702602,1996827479
2019,110,1264930092,1996827479
2019,110,1294375296,1996827479
2019,110,-1631079067,-331674185
2019,110,-1752079413,-289788884
2019,110,-2002849973,-1451254524
2019,110,1201023617,-1451254524
2019,110,1764552539,-1451254524
2019,110,2126797572,-1451254524
2019,110,580313941,-1451254524
2019,110,298972573,-1451254524
2019,110,-1985689402,-1451254524
2019,110,1906147240,-1451254524
2019,110,458346289,-1451254524
2019,110,915257750,-1451254524
2019,110,520701523,-1451254524
2019,110,-1154523589,-1451254524
2019,110,-1042690836,1996827479
2019,110,920217254,-1049111902
2019,110,-1134471785,-1049111902
2019,110,904344171,-1049111902
2019,110,-261194190,-1049111902
2019,110,647407157,-1049111902
2019,110,-1319377519,-1049111902
2019,110,-398473877,-1049111902
2019,110,-35728100,-1049111902
2019,110,-476109447,-1049111902
2019,110,-2081117127,-1049111902
2019,110,1025053614,-1049111902
2019,110,1797404392,-1049111902
2019,110,858893015,-1049111902
2019,110,-1033382835,-1049111902
2019,110,1742521895,-1049111902
2019,110,-1066828801,-1049111902
2019,110,1679020899,-1049111902
2019,110,879687206,-1049111902
2019,110,-1577241663,-1049111902
2019,110,-1235594059,-1049111902
2019,110,1030277819,-1049111902
2019,110,570265821,-1049111902
2019,110,909093897,-1049111902
2019,110,614003885,-1049111902
2019,110,-1048571910,-1049111902
2019,110,764798408,-1049111902
2019,110,179200109,-1049111902
2019,110,-1166479635,-1702353697
2019,110,1064452820,-1702353697
2019,110,1235962137,-1702353697
2019,110,-682023435,-1702353697
2019,110,1473258395,-1702353697
2019,110,1426412007,-1702353697
2019,110,1480751750,-1702353697
2019,110,-927207847,-1702353697
2019,110,1174132657,-1702353697
2019,110,2093191547,-1702353697
2019,110,-22203702,-1702353697
2019,110,-1698316609,-1702353697
2019,110,-1374771011,-1702353697
2019,110,149965189,-1702353697
2019,110,-1220146555,-1702353697
2019,110,-927201947,-1702353697
2019,110,-1187675247,-1702353697
2019,110,696375868,-1702353697
2019,110,803305090,2102101182
2019,110,-1674098087,2102101182
2019,110,1422075845,2102101182
2019,110,1295367392,2102101182
2019,110,-1421556058,2102101182
2019,110,275497022,2102101182
2019,110,540519998,2102101182
2019,110,-814137076,2102101182
2019,110,2023312600,2102101182
2019,110,-1223489216,2102101182
2019,110,1141039000,2102101182
2019,110,-150710323,2102101182
2019,110,-1070943341,2102101182
2019,110,-236400943,2102101182
2019,110,-512504474,2102101182
2019,110,141522425,2102101182
2019,110,774034714,2102101182
2019,110,994781582,2102101182
2019,110,389707247,2102101182
2019,110,554781056,2102101182
2019,110,649767034,-1049111902
2019,110,-1275451802,-1049111902
2019,110,809399536,-1049111902
2019,110,-2017629675,-1049111902
2019,110,209285560,-1049111902
2019,110,-1491617927,-1049111902
2019,110,100394763,-1049111902
2019,110,-816084553,-1049111902
2019,110,-1052515424,-1049111902
2019,110,-1237234831,-1049111902
2019,110,320201015,-1049111902
2019,110,-2097566115,-1049111902
2019,110,-1548348422,-1049111902
2019,110,-1891797018,-1049111902
2019,110,1346960495,-1049111902
2019,110,-2093532106,-1049111902
2019,110,41520281,-1049111902
2019,110,-1410839552,-1049111902
2019,110,-773004689,-1049111902
2019,110,1799008465,-1049111902
2019,110,-661777946,-1702353697
2019,110,878572956,-1702353697
2019,110,671127112,-1702353697
2019,110,1692436478,-1702353697
2019,110,14374775,-1702353697
2019,110,2072283969,-1702353697
2019,110,1239301485,-1702353697
2019,110,1862615966,-1702353697
2019,110,895991370,-1702353697
2019,110,-1626272962,-1702353697
2019,110,-7265738,-1702353697
2019,110,-2030516418,-1702353697
2019,110,-1946393345,-1702353697
2019,110,1229833707,-1702353697
2019,110,1354265894,-1702353697
2019,110,1139293741,-1702353697
2019,110,-1769456462,-1702353697
2019,110,1133988784,-1702353697
2019,110,1805622800,-1702353697
2019,110,489363633,-1702353697
2019,110,-262166495,-1702353697
2019,110,892702909,-1702353697
2019,110,-693817241,-1702353697
2019,110,-1580229863,-1702353697
2019,110,-100254280,-1702353697
2019,110,-2008464085,2102101182
2019,110,1551577312,2102101182
2019,110,-25426315,2102101182
2019,110,-1106266049,2102101182
2019,110,-1536841584,2102101182
2019,110,1464867948,2102101182
2019,110,-1600019309,-1049111902
2019,110,-377912064,-1049111902
2019,110,-937769545,-1049111902
2019,110,98022689,-1049111902
2019,110,2129151179,-1049111902
2019,110,1305308417,-1049111902
2019,110,-1488214334,-1049111902
2019,110,-339050114,-1049111902
2019,110,1490739658,-1049111902
2019,110,2018570137,-1049111902
2019,110,-972051842,-1049111902
2019,110,1645505568,-1049111902
2019,110,1357958256,-1049111902
2019,110,-1687477900,-1049111902
2019,110,1374893787,-1049111902
2019,110,-12158384,-1049111902
2019,110,-1191441184,-1049111902
2019,110,-819323477,-1049111902
2019,110,-1570042580,-1049111902
2019,110,-1571194579,-1049111902
2019,110,-137863601,-1049111902
2019,110,1686747656,-1049111902
2019,110,1613811003,-1049111902
2019,110,-647088172,-1049111902
2019,110,-1199925773,-1049111902
2019,110,-1805119917,-1049111902
2019,110,-1940719909,-1049111902
2019,110,2025347677,-1049111902
2019,110,-1742045565,-1049111902
2019,110,443388826,-1049111902
2019,110,-634745839,-1049111902
2019,110,656052729,-1049111902
2019,110,1757122875,-1049111902
2019,110,1645486158,-1702353697
2019,110,-1596160731,-1702353697
2019,110,-503370933,-1702353697
2019,110,2114691260,-1702353697
2019,110,620951138,-1702353697
2019,110,-363775177,-1702353697
2019,110,-1228807796,-1702353697
2019,110,285482526,-1702353697
2019,110,264136939,-1702353697
2019,110,-587923467,-1702353697
2019,110,-1714702379,-1702353697
2019,110,-1967825720,-1702353697
2019,110,-1696769758,-1702353697
2019,110,1347599226,-1702353697
2019,110,539740222,-1702353697
2019,110,-1251824703,-1702353697
2019,110,-1889315829,-1702353697
2019,110,-628649110,-1702353697
2019,110,1299055991,-1702353697
2019,110,1176119900,-1702353697
2019,110,-384667506,-1702353697
2019,110,2029296535,-1702353697
2019,110,-1709509666,-1702353697
2019,110,-137436517,-1702353697
2019,110,-290788960,-1702353697
2019,110,236760373,-1702353697
2019,110,1332314440,1996827479
2019,110,1363233410,1996827479
2019,110,755290654,1996827479
2019,110,-1278576700,1996827479
2019,110,2024026684,-1049111902
2019,110,1592644000,-1049111902
2019,110,-1848540457,-1049111902
2019,110,1709858243,-1049111902
2019,110,-982820081,-1049111902
2019,110,626124227,-1049111902
2019,110,-1440004674,-1049111902
2019,110,721661426,-1049111902
2019,110,1686083525,-1049111902
2019,110,2128002305,-1702353697
2019,110,31699508,-1702353697
2019,110,-83313268,-1702353697
2019,110,-1498063961,-1702353697
2019,110,1790674618,-1702353697
2019,110,-2144821644,-1702353697
2019,110,-2057249332,-1702353697
2019,110,1802808810,-1702353697
2019,110,-132960317,-1702353697
2019,110,-819549370,-1702353697
2019,110,1571009864,-1702353697
2019,110,-1312851578,-1702353697
2019,110,-642190594,-1702353697
2019,110,-917493664,-1702353697
2019,110,1181878029,-1702353697
2019,110,-1848288731,-1702353697
2019,110,950817437,-1702353697
2019,110,-113903736,-1702353697
2019,110,300207811,-1702353697
2019,110,255958736,-1702353697
2019,110,2137222923,-1702353697
2019,110,607832738,-1702353697
2019,110,1118039827,-1702353697
2019,110,-182616178,-1702353697
2019,110,1552056250,1996827479
2019,110,1280800700,1996827479
2019,110,-1878754759,1996827479
2019,110,-88004953,1996827479
2019,110,-491260866,1996827479
2019,110,-2112141712,1996827479
2019,110,-286751259,1996827479
2019,110,-201927734,1996827479
2019,110,-1585495304,1996827479
2019,110,1597397701,1996827479
2019,110,642104671,1996827479
2019,110,-1679954998,1996827479
2019,110,1870476336,1996827479
2019,110,-1203892104,1996827479
2019,110,1380585774,1996827479
2019,110,-922993059,1996827479
2019,110,-1583156624,1996827479
2019,110,2138002836,-1702353697
2019,110,9686725,-1702353697
2019,110,-144698188,1996827479
2019,110,543958344,1996827479
2019,110,1031596989,1996827479
2019,110,1752595533,1996827479
2019,110,1619280088,1996827479
2019,110,1138274155,1996827479
2019,110,-572984941,1996827479
2019,110,-1002385634,1996827479
2019,110,-1066558158,1996827479
2019,110,-1647835718,1996827479
2019,110,530623631,1996827479
2019,110,-778322584,1996827479
2019,110,-1181408952,1996827479
2019,110,-559375353,-1197265838
2019,110,-204741328,-1197265838
2019,110,483753762,-1197265838
2019,110,141649869,-1197265838
2019,110,1156446476,-1197265838
2019,110,-288223556,-1197265838
2019,110,16267554,-1197265838
2019,110,-939194606,-1197265838
2019,110,-1659067431,-1197265838
2019,110,1090502623,-1197265838
2019,110,-2134519352,-1197265838
2019,110,798807416,-1197265838
2019,110,185618288,-1197265838
2019,110,-1948117319,1996827479
2019,110,-173384240,1996827479
2019,110,867768032,1996827479
2019,110,-1918975294,1996827479
2019,110,2121239862,1996827479
2019,110,-1406607654,1996827479
2019,110,-21718923,1996827479
2019,110,1922554200,1996827479
2019,110,-1280776953,1996827479
2019,110,-1667827634,1996827479
2019,110,-475580432,1996827479
2019,110,525411039,1996827479
2019,110,2010925817,1996827479
2019,110,-110659703,-391486318
2019,110,1037137486,-391486318
2019,110,198831721,1996827479
2019,110,2036161712,1996827479
2019,110,-1267137986,1996827479
2019,110,-614203935,1996827479
2019,110,-1819710369,1996827479
2019,110,-2012346781,1996827479
2019,110,1984150090,1996827479
2019,110,669043839,1996827479
2019,110,491842481,2102101182
2019,110,1860535594,-391486318
2019,110,1005181602,-391486318
2019,110,160485609,-391486318
2019,110,691856024,-391486318
2019,110,1774914376,-391486318
2019,110,-1837943797,-391486318
2019,110,-1294376551,-391486318
2019,110,-778106652,-391486318
2019,110,-1059199558,-391486318
2019,110,-1512954944,-391486318
2019,110,-1003481837,-391486318
2019,110,1086441907,-391486318
2019,110,604771558,-1335513846
2019,110,-1191859173,-1335513846
2019,110,-920964608,-1335513846
2019,110,-1383424713,-449117380
2019,110,1150258487,-449117380
2019,110,338795947,-449117380
2019,110,-155292178,-449117380
2019,110,1454054833,-449117380
2019,110,983920352,-449117380
2019,110,785899021,-449117380
2019,110,663930494,-449117380
2019,110,-1922186815,-449117380
2019,110,-1346889137,-449117380
2019,110,229567100,-449117380
2019,110,213354242,-449117380
2019,110,724656508,-449117380
2019,110,1724393887,-449117380
2019,110,442350859,-449117380
2019,110,-1935365299,-449117380
2019,110,-1340075012,-449117380
2019,110,1328049790,-1335513846
2019,110,-735649169,-1335513846
2019,110,1252042243,-1335513846
2019,110,1921112669,-1335513846
2019,110,-1249056438,-1335513846
2019,110,29734148,-1335513846
2019,110,694380801,-1335513846
2019,110,-77588554,-1335513846
2019,110,-691219518,-1335513846
2019,110,-513940264,-1335513846
2019,110,314713238,1732774289
2019,110,1847113554,1732774289
2019,110,781075723,1732774289
2019,110,1554599314,1732774289
2019,110,1204124957,1732774289
2019,110,442907351,1732774289
2019,110,1937333091,1732774289
2019,110,1492961416,-509586938
2019,110,-329709818,-509586938
2019,110,451690406,-509586938
2019,110,-1562102714,-509586938
2019,110,-168772807,-509586938
2019,110,268912196,-509586938
2019,110,1086966189,-509586938
2019,110,-547406188,-509586938
2019,110,-1517565038,-509586938
2019,110,-2079855860,-509586938
2019,110,-189188426,-509586938
2019,110,-608347638,-509586938
2019,110,336517976,-509586938
2019,110,2016312457,-509586938
2019,110,719866326,-509586938
2019,110,662802014,-509586938
2019,110,333407802,-509586938
2019,110,217023809,-509586938
2019,110,914479380,-509586938
2019,110,951583416,-509586938
2019,110,1290402911,-509586938
2019,110,1488943029,-509586938
2019,110,-1423184373,-509586938
2019,110,-1599208819,-509586938
2019,110,621319592,-509586938
2019,110,820980412,-509586938
2019,110,495951249,-509586938
2019,110,-304842446,-509586938
2019,110,1058237803,-509586938
2019,110,-1808897599,-509586938
2019,110,871193077,-509586938
2019,110,589562916,-509586938
2019,110,241838542,-509586938
2019,110,-651090576,437823662
2019,110,1506640160,437823662
2019,110,-494496692,437823662
2019,110,196569313,437823662
2019,110,-388066240,437823662
2019,110,-1061535032,437823662
2019,110,1474933402,-214049024
2019,110,300493004,-214049024
2019,110,-2028582412,-214049024
2019,110,1071102681,-214049024
2019,110,73859568,-214049024
2019,110,1496042711,-214049024
2019,110,939510463,-214049024
2019,110,1408908684,-214049024
2019,110,-56743959,-214049024
2019,110,1169107634,-214049024
2019,110,16787618,437823662
2019,110,557999094,437823662
2019,110,-50291177,437823662
2019,110,1251861818,437823662
2019,110,-1648030210,437823662
2019,110,730930840,437823662
2019,110,1081264976,437823662
2019,110,1365172992,437823662
2019,110,-599403555,437823662
2019,110,-13107314,437823662
2019,110,-39382189,437823662
2019,110,-1482035670,437823662
2019,110,-2009942983,437823662
2019,110,-1452144640,437823662
2019,110,-1808348336,437823662
2019,110,-430176791,437823662
2019,110,651169192,437823662
2019,110,-1926285714,437823662
2019,110,-146303759,437823662
2019,110,765887307,437823662
2019,110,1291203602,437823662
2019,110,-76471639,437823662
2019,110,-869325115,437823662
2019,110,-1811291206,-214049024
2019,110,-2121257645,-214049024
2019,110,1573543320,437823662
2019,110,596535949,437823662
2019,110,-1331244835,437823662
2019,110,1317817948,437823662
